instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
523,2012-06-06,Summer,2012,6,0,3,1,Clear,22.72,27.11,61.12,5.17,1027,6028,7055
524,2012-06-07,Summer,2012,6,0,4,1,Clear,24.7,28.47,56.71,10.54,1038,6456,7494
525,2012-06-08,Summer,2012,6,0,5,1,Clear,26.62,29.89,46.79,11.75,1488,6248,7736
526,2012-06-09,Summer,2012,6,0,6,0,Clear,29.14,32.42,43.71,9.67,2708,4790,7498
527,2012-06-10,Summer,2012,6,0,0,0,Clear,29.79,33.18,53.83,8.96,2224,4374,6598
528,2012-06-11,Summer,2012,6,0,1,1,Misty/Cloudy,29.55,32.99,58.79,13.92,1017,5647,6664
529,2012-06-12,Summer,2012,6,0,2,1,Misty/Cloudy,26.79,29.89,83.33,14.37,477,4495,4972
530,2012-06-13,Summer,2012,6,0,3,1,Clear,26.89,30.56,58.21,23.0,1173,6248,7421
531,2012-06-14,Summer,2012,6,0,4,1,Clear,26.58,31.22,56.96,17.0,1180,6183,7363
532,2012-06-15,Summer,2012,6,0,5,1,Clear,26.21,29.99,58.96,11.83,1563,6102,7665
533,2012-06-16,Summer,2012,6,0,6,0,Clear,25.9,29.74,50.42,11.17,2963,4739,7702
534,2012-06-17,Summer,2012,6,0,0,0,Clear,24.29,28.6,59.88,9.71,2634,4344,6978
535,2012-06-18,Summer,2012,6,0,1,1,Misty/Cloudy,23.3,27.24,77.79,11.71,653,4446,5099
536,2012-06-19,Summer,2012,6,0,2,1,Clear,28.22,32.73,69.0,9.92,968,5857,6825
537,2012-06-20,Summer,2012,6,0,3,1,Clear,32.08,36.05,59.21,7.63,872,5339,6211
538,2012-06-21,Fall,2012,6,0,4,1,Clear,33.04,37.63,56.79,7.96,778,5127,5905
539,2012-06-22,Fall,2012,6,0,5,1,Clear,31.88,36.21,57.38,12.25,964,4859,5823
540,2012-06-23,Fall,2012,6,0,6,0,Clear,30.0,32.64,53.46,12.04,2657,4801,7458
541,2012-06-24,Fall,2012,6,0,0,0,Clear,30.48,33.71,47.92,9.75,2551,4340,6891
542,2012-06-25,Fall,2012,6,0,1,1,Clear,29.35,32.7,50.42,20.13,1139,5640,6779
543,2012-06-26,Fall,2012,6,0,2,1,Clear,25.86,29.74,37.33,23.29,1077,6365,7442
544,2012-06-27,Fall,2012,6,0,3,1,Clear,28.6,32.04,36.0,18.21,1077,6258,7335
545,2012-06-28,Fall,2012,6,0,4,1,Clear,30.72,33.78,42.25,11.5,921,5958,6879
546,2012-06-29,Fall,2012,6,0,5,1,Clear,34.2,39.33,48.88,11.08,829,4634,5463
547,2012-06-30,Fall,2012,6,0,6,0,Clear,31.36,34.38,60.12,10.79,1455,4232,5687
548,2012-07-01,Fall,2012,7,0,0,0,Clear,33.45,37.53,51.88,11.29,1421,4110,5531
549,2012-07-02,Fall,2012,7,0,1,1,Clear,32.05,35.1,44.71,13.08,904,5323,6227
550,2012-07-03,Fall,2012,7,0,2,1,Clear,32.01,35.13,49.21,8.46,1052,5608,6660
551,2012-07-04,Fall,2012,7,1,3,0,Clear,32.36,36.62,53.87,9.04,2562,4841,7403
552,2012-07-05,Fall,2012,7,0,4,1,Clear,33.93,38.07,45.79,13.0,1405,4836,6241
553,2012-07-06,Fall,2012,7,0,5,1,Clear,33.96,37.63,45.08,9.79,1366,4841,6207
554,2012-07-07,Fall,2012,7,0,6,0,Clear,35.33,40.25,49.21,10.96,1448,3392,4840
555,2012-07-08,Fall,2012,7,0,0,0,Clear,33.72,39.52,57.38,8.42,1203,3469,4672
556,2012-07-09,Fall,2012,7,0,1,1,Misty/Cloudy,29.14,32.7,68.33,12.13,998,5571,6569
557,2012-07-10,Fall,2012,7,0,2,1,Misty/Cloudy,29.55,33.24,66.75,10.17,954,5336,6290
558,2012-07-11,Fall,2012,7,0,3,1,Clear,29.38,32.51,63.33,10.17,975,6289,7264
559,2012-07-12,Fall,2012,7,0,4,1,Clear,29.35,32.73,52.96,9.83,1032,6414,7446
560,2012-07-13,Fall,2012,7,0,5,1,Misty/Cloudy,30.0,33.4,48.58,5.42,1511,5988,7499
561,2012-07-14,Fall,2012,7,0,6,0,Misty/Cloudy,28.84,33.3,69.92,9.63,2355,4614,6969
562,2012-07-15,Fall,2012,7,0,0,0,Clear,30.58,35.26,71.79,11.17,1920,4111,6031
563,2012-07-16,Fall,2012,7,0,1,1,Clear,31.3,36.21,64.5,11.0,1088,5742,6830
564,2012-07-17,Fall,2012,7,0,2,1,Clear,33.55,37.78,50.58,7.67,921,5865,6786
565,2012-07-18,Fall,2012,7,0,3,1,Clear,32.53,37.28,57.71,9.21,799,4914,5713
566,2012-07-19,Fall,2012,7,0,4,1,Clear,31.57,35.73,60.04,11.08,888,5703,6591
567,2012-07-20,Fall,2012,7,0,5,1,Misty/Cloudy,27.3,30.65,84.42,14.0,747,5123,5870
568,2012-07-21,Fall,2012,7,0,6,0,Light Rain/Snow,24.43,27.5,86.54,14.29,1264,3195,4459
569,2012-07-22,Fall,2012,7,0,0,0,Misty/Cloudy,27.37,31.16,76.25,6.29,2544,4866,7410
570,2012-07-23,Fall,2012,7,0,1,1,Clear,30.41,34.5,69.42,9.29,1135,5831,6966
571,2012-07-24,Fall,2012,7,0,2,1,Clear,30.78,35.32,65.5,14.17,1140,6452,7592
572,2012-07-25,Fall,2012,7,0,3,1,Clear,29.69,32.7,45.0,11.04,1383,6790,8173
573,2012-07-26,Fall,2012,7,0,4,1,Clear,31.84,36.96,59.67,19.08,1036,5825,6861
574,2012-07-27,Fall,2012,7,0,5,1,Clear,32.05,36.71,59.46,10.25,1259,5645,6904
575,2012-07-28,Fall,2012,7,0,6,0,Clear,30.99,34.88,61.33,10.54,2234,4451,6685
576,2012-07-29,Fall,2012,7,0,0,0,Clear,29.59,33.4,62.38,11.42,2153,4444,6597
577,2012-07-30,Fall,2012,7,0,1,1,Clear,29.96,34.25,66.88,10.29,1040,6065,7105
578,2012-07-31,Fall,2012,7,0,2,1,Clear,29.25,33.14,70.42,11.08,968,6248,7216
579,2012-08-01,Fall,2012,8,0,3,1,Clear,29.42,33.37,67.75,9.46,1074,6506,7580
580,2012-08-02,Fall,2012,8,0,4,1,Clear,30.85,35.35,65.96,8.67,983,6278,7261
581,2012-08-03,Fall,2012,8,0,5,1,Misty/Cloudy,31.4,36.14,64.25,14.46,1328,5847,7175
582,2012-08-04,Fall,2012,8,0,6,0,Clear,32.53,37.56,61.33,17.25,2345,4479,6824
583,2012-08-05,Fall,2012,8,0,0,0,Clear,31.54,36.55,65.25,19.46,1707,3757,5464
584,2012-08-06,Fall,2012,8,0,1,1,Misty/Cloudy,30.85,35.51,65.42,8.67,1233,5780,7013
585,2012-08-07,Fall,2012,8,0,2,1,Misty/Cloudy,30.17,34.88,70.38,7.83,1278,5995,7273
586,2012-08-08,Fall,2012,8,0,3,1,Misty/Cloudy,30.75,35.39,67.29,7.42,1263,6271,7534
587,2012-08-09,Fall,2012,8,0,4,1,Clear,30.99,34.98,62.04,10.46,1196,6090,7286
588,2012-08-10,Fall,2012,8,0,5,1,Misty/Cloudy,29.35,33.4,71.58,16.0,1065,4721,5786
589,2012-08-11,Fall,2012,8,0,6,0,Misty/Cloudy,28.39,31.91,73.29,13.83,2247,4052,6299
590,2012-08-12,Fall,2012,8,0,0,0,Clear,28.73,32.23,53.04,8.21,2182,4362,6544
591,2012-08-13,Fall,2012,8,0,1,1,Clear,29.55,33.11,54.54,9.13,1207,5676,6883
592,2012-08-14,Fall,2012,8,0,2,1,Clear,29.79,33.84,68.67,11.33,1128,5656,6784
593,2012-08-15,Fall,2012,8,0,3,1,Clear,28.97,32.7,61.96,11.37,1198,6149,7347
594,2012-08-16,Fall,2012,8,0,4,1,Clear,29.49,32.73,51.92,9.5,1338,6267,7605
595,2012-08-17,Fall,2012,8,0,5,1,Clear,29.66,12.12,57.08,15.5,1483,5665,7148
596,2012-08-18,Fall,2012,8,0,6,0,Clear,27.81,30.9,60.33,11.92,2827,5038,7865
597,2012-08-19,Fall,2012,8,0,0,0,Misty/Cloudy,26.07,30.18,71.17,5.79,1208,3341,4549
598,2012-08-20,Fall,2012,8,0,1,1,Misty/Cloudy,26.07,29.8,73.42,8.71,1026,5504,6530
599,2012-08-21,Fall,2012,8,0,2,1,Clear,26.62,30.05,67.38,4.88,1081,5925,7006
600,2012-08-22,Fall,2012,8,0,3,1,Clear,27.37,31.09,67.71,4.71,1094,6281,7375
601,2012-08-23,Fall,2012,8,0,4,1,Clear,28.53,31.85,63.58,5.67,1363,6402,7765
602,2012-08-24,Fall,2012,8,0,5,1,Misty/Cloudy,28.8,32.36,61.5,4.83,1325,6257,7582
603,2012-08-25,Fall,2012,8,0,6,0,Misty/Cloudy,27.13,30.93,71.29,16.38,1829,4224,6053
604,2012-08-26,Fall,2012,8,0,0,0,Misty/Cloudy,26.79,29.8,84.58,15.33,1483,3772,5255
605,2012-08-27,Fall,2012,8,0,1,1,Clear,28.84,32.73,73.04,8.63,989,5928,6917
606,2012-08-28,Fall,2012,8,0,2,1,Clear,29.86,33.3,62.0,12.79,935,6105,7040
607,2012-08-29,Fall,2012,8,0,3,1,Clear,28.08,31.79,55.21,7.54,1177,6520,7697
608,2012-08-30,Fall,2012,8,0,4,1,Clear,28.97,32.64,59.04,5.17,1172,6541,7713
609,2012-08-31,Fall,2012,8,0,5,1,Clear,31.33,34.47,58.75,11.29,1433,5917,7350
610,2012-09-01,Fall,2012,9,0,6,0,Misty/Cloudy,30.89,35.13,63.83,7.58,2352,3788,6140
611,2012-09-02,Fall,2012,9,0,0,0,Misty/Cloudy,28.56,32.45,81.5,4.29,2613,3197,5810
612,2012-09-03,Fall,2012,9,1,1,0,Clear,29.01,33.08,79.08,10.13,1965,4069,6034
613,2012-09-04,Fall,2012,9,0,2,1,Clear,29.76,34.34,75.5,15.83,867,5997,6864
614,2012-09-05,Fall,2012,9,0,3,1,Clear,30.2,35.45,74.12,12.58,832,6280,7112
615,2012-09-06,Fall,2012,9,0,4,1,Misty/Cloudy,28.56,32.77,81.04,9.54,611,5592,6203
616,2012-09-07,Fall,2012,9,0,5,1,Clear,28.84,32.86,73.62,11.5,1045,6459,7504
617,2012-09-08,Fall,2012,9,0,6,0,Misty/Cloudy,27.03,30.56,79.92,18.83,1557,4419,5976
618,2012-09-09,Fall,2012,9,0,0,0,Clear,25.01,28.95,54.75,15.04,2570,5657,8227
619,2012-09-10,Fall,2012,9,0,1,1,Clear,23.92,28.28,50.38,17.33,1118,6407,7525
620,2012-09-11,Fall,2012,9,0,2,1,Clear,23.68,27.71,52.0,6.17,1070,6697,7767
621,2012-09-12,Fall,2012,9,0,3,1,Clear,24.57,28.5,57.71,8.83,1050,6820,7870
622,2012-09-13,Fall,2012,9,0,4,1,Clear,25.11,28.98,63.71,5.54,1054,6750,7804
623,2012-09-14,Fall,2012,9,0,5,1,Clear,25.97,29.7,67.25,6.96,1379,6630,8009
624,2012-09-15,Fall,2012,9,0,6,0,Clear,24.94,29.29,50.17,16.58,3160,5554,8714
625,2012-09-16,Fall,2012,9,0,0,0,Clear,23.78,28.16,57.0,6.04,2166,5167,7333
626,2012-09-17,Fall,2012,9,0,1,1,Misty/Cloudy,23.81,27.65,73.46,10.17,1022,5847,6869
627,2012-09-18,Fall,2012,9,0,2,1,Misty/Cloudy,25.56,28.25,87.25,23.96,371,3702,4073
628,2012-09-19,Fall,2012,9,0,3,1,Clear,22.65,27.02,53.67,14.42,788,6803,7591
629,2012-09-20,Fall,2012,9,0,4,1,Clear,22.41,26.61,61.83,7.92,939,6781,7720
630,2012-09-21,Fall,2012,9,0,5,1,Clear,24.57,28.6,66.88,10.33,1250,6917,8167
631,2012-09-22,Fall,2012,9,0,6,0,Clear,26.65,30.52,64.67,19.0,2512,5883,8395
632,2012-09-23,Winter,2012,9,0,0,0,Clear,21.7,25.95,46.71,14.96,2454,5453,7907
633,2012-09-24,Winter,2012,9,0,1,1,Clear,21.08,25.13,49.29,9.54,1001,6435,7436
634,2012-09-25,Winter,2012,9,0,2,1,Clear,22.55,27.21,57.0,15.83,845,6693,7538
635,2012-09-26,Winter,2012,9,0,3,1,Clear,26.04,29.83,63.08,16.37,787,6946,7733
636,2012-09-27,Winter,2012,9,0,4,1,Misty/Cloudy,26.65,30.4,69.08,9.0,751,6642,7393
637,2012-09-28,Winter,2012,9,0,5,1,Misty/Cloudy,25.39,29.29,69.0,11.0,1045,6370,7415
638,2012-09-29,Winter,2012,9,0,6,0,Clear,22.24,26.51,54.29,15.25,2589,5966,8555
639,2012-09-30,Winter,2012,9,0,0,0,Clear,21.59,25.88,58.33,9.04,2015,4874,6889
640,2012-10-01,Winter,2012,10,0,1,1,Misty/Cloudy,21.35,25.6,64.92,6.08,763,6015,6778
641,2012-10-02,Winter,2012,10,0,2,1,Light Rain/Snow,24.22,27.12,87.17,7.0,315,4324,4639
642,2012-10-03,Winter,2012,10,0,3,1,Misty/Cloudy,26.96,29.96,79.38,4.46,728,6844,7572
643,2012-10-04,Winter,2012,10,0,4,1,Misty/Cloudy,26.96,30.4,72.29,7.88,891,6437,7328
644,2012-10-05,Winter,2012,10,0,5,1,Clear,25.22,29.01,62.75,7.13,1516,6640,8156
645,2012-10-06,Winter,2012,10,0,6,0,Clear,22.72,26.93,66.42,17.96,3031,4934,7965
646,2012-10-07,Winter,2012,10,0,0,0,Misty/Cloudy,17.05,20.99,70.83,9.46,781,2729,3510
647,2012-10-08,Winter,2012,10,1,1,0,Misty/Cloudy,15.72,19.38,70.96,12.71,874,4604,5478
648,2012-10-09,Winter,2012,10,0,2,1,Misty/Cloudy,18.31,21.91,76.17,12.75,601,5791,6392
649,2012-10-10,Winter,2012,10,0,3,1,Clear,21.08,25.16,63.08,12.58,780,6911,7691
650,2012-10-11,Winter,2012,10,0,4,1,Clear,17.84,21.56,46.33,12.17,834,6736,7570
651,2012-10-12,Winter,2012,10,0,5,1,Clear,17.94,21.65,53.92,15.75,1060,6222,7282
652,2012-10-13,Winter,2012,10,0,6,0,Clear,16.13,19.57,49.46,9.79,2252,4857,7109
653,2012-10-14,Winter,2012,10,0,0,0,Clear,21.39,25.41,64.04,18.67,2080,4559,6639
654,2012-10-15,Winter,2012,10,0,1,1,Misty/Cloudy,23.03,26.96,70.75,19.83,760,5115,5875
655,2012-10-16,Winter,2012,10,0,2,1,Clear,19.2,23.04,55.83,12.21,922,6612,7534
656,2012-10-17,Winter,2012,10,0,3,1,Clear,18.69,22.51,69.29,6.79,979,6482,7461
657,2012-10-18,Winter,2012,10,0,4,1,Misty/Cloudy,21.42,25.63,72.83,15.87,1008,6501,7509
658,2012-10-19,Winter,2012,10,0,5,1,Misty/Cloudy,23.1,26.89,81.5,9.04,753,4671,5424
659,2012-10-20,Winter,2012,10,0,6,0,Clear,19.85,23.64,57.29,7.87,2806,5284,8090
660,2012-10-21,Winter,2012,10,0,0,0,Clear,19.03,22.82,51.0,11.13,2132,4692,6824
661,2012-10-22,Winter,2012,10,0,1,1,Clear,19.99,24.15,56.83,5.46,830,6228,7058
662,2012-10-23,Winter,2012,10,0,2,1,Clear,22.31,26.52,64.17,6.33,841,6625,7466
663,2012-10-24,Winter,2012,10,0,3,1,Clear,24.09,27.94,63.62,4.88,795,6898,7693
664,2012-10-25,Winter,2012,10,0,4,1,Misty/Cloudy,22.55,26.48,80.04,8.33,875,6484,7359
665,2012-10-26,Winter,2012,10,0,5,1,Misty/Cloudy,22.38,26.14,80.71,8.88,1182,6262,7444
666,2012-10-27,Winter,2012,10,0,6,0,Misty/Cloudy,21.73,25.76,72.0,15.79,2643,5209,7852
668,2012-10-29,Winter,2012,10,0,1,1,Light Rain/Snow,18.04,21.97,88.0,24.0,2,20,22
669,2012-10-30,Winter,2012,10,0,2,1,Misty/Cloudy,13.05,15.5,82.55,14.27,87,1009,1096
670,2012-10-31,Winter,2012,10,0,3,1,Misty/Cloudy,14.66,18.06,66.67,11.17,419,5147,5566
671,2012-11-01,Winter,2012,11,0,4,1,Misty/Cloudy,15.0,18.5,58.17,10.54,466,5520,5986
672,2012-11-02,Winter,2012,11,0,5,1,Clear,14.56,17.8,52.21,17.83,618,5229,5847
673,2012-11-03,Winter,2012,11,0,6,0,Misty/Cloudy,14.08,16.19,49.12,18.13,1029,4109,5138
674,2012-11-04,Winter,2012,11,0,0,0,Clear,13.36,16.48,53.29,12.0,1201,3906,5107
675,2012-11-05,Winter,2012,11,0,1,1,Clear,13.09,15.4,49.42,15.83,378,4881,5259
676,2012-11-06,Winter,2012,11,0,2,1,Clear,11.51,14.08,56.71,11.63,466,5220,5686
677,2012-11-07,Winter,2012,11,0,3,1,Misty/Cloudy,12.13,13.73,54.75,20.38,326,4709,5035
678,2012-11-08,Winter,2012,11,0,4,1,Clear,14.44,17.09,33.35,23.3,340,4975,5315
679,2012-11-09,Winter,2012,11,0,5,1,Clear,14.83,17.77,54.08,14.38,709,5283,5992
680,2012-11-10,Winter,2012,11,0,6,0,Clear,15.96,19.7,64.54,3.88,2090,4446,6536
681,2012-11-11,Winter,2012,11,0,0,0,Clear,17.25,21.09,65.92,8.54,2290,4562,6852
682,2012-11-12,Winter,2012,11,1,1,0,Clear,19.88,23.77,74.17,11.63,1097,5172,6269
683,2012-11-13,Winter,2012,11,0,2,1,Misty/Cloudy,14.08,16.16,66.29,22.92,327,3767,4094
684,2012-11-14,Winter,2012,11,0,3,1,Clear,11.86,14.08,55.21,13.37,373,5122,5495
685,2012-11-15,Winter,2012,11,0,4,1,Misty/Cloudy,13.19,16.22,62.04,10.25,320,5125,5445
686,2012-11-16,Winter,2012,11,0,5,1,Clear,14.14,17.36,52.46,11.46,484,5214,5698
687,2012-11-17,Winter,2012,11,0,6,0,Clear,13.32,16.32,54.54,12.04,1313,4316,5629
688,2012-11-18,Winter,2012,11,0,0,0,Clear,14.04,16.89,69.29,15.25,922,3747,4669
689,2012-11-19,Winter,2012,11,0,1,1,Misty/Cloudy,15.61,18.78,62.33,15.75,449,5050,5499
690,2012-11-20,Winter,2012,11,0,2,1,Misty/Cloudy,15.34,19.03,68.5,5.54,534,5100,5634
691,2012-11-21,Winter,2012,11,0,3,1,Clear,14.49,18.24,61.38,6.92,615,4531,5146
692,2012-11-22,Winter,2012,11,1,4,0,Clear,13.94,17.52,58.04,3.54,955,1470,2425
693,2012-11-23,Winter,2012,11,0,5,1,Clear,15.1,18.94,56.88,9.92,1603,2307,3910
694,2012-11-24,Winter,2012,11,0,6,0,Clear,11.41,12.44,40.46,25.25,532,1745,2277
695,2012-11-25,Winter,2012,11,0,0,0,Clear,10.08,12.88,46.83,10.08,309,2115,2424
696,2012-11-26,Winter,2012,11,0,1,1,Clear,12.85,16.95,53.54,3.13,337,4750,5087
697,2012-11-27,Winter,2012,11,0,2,1,Misty/Cloudy,11.96,14.08,78.67,15.92,123,3836,3959
698,2012-11-28,Winter,2012,11,0,3,1,Clear,12.16,14.49,50.62,14.13,198,5062,5260
699,2012-11-29,Winter,2012,11,0,4,1,Clear,11.52,14.92,55.57,7.74,243,5080,5323
700,2012-11-30,Winter,2012,11,0,5,1,Clear,12.23,16.19,64.96,3.92,362,5306,5668
701,2012-12-01,Winter,2012,12,0,6,0,Misty/Cloudy,12.23,15.85,80.67,4.0,951,4240,5191
702,2012-12-02,Winter,2012,12,0,0,0,Misty/Cloudy,14.25,17.96,82.33,8.33,892,3757,4649
703,2012-12-03,Winter,2012,12,0,1,1,Clear,18.55,22.79,76.75,5.54,555,5679,6234
704,2012-12-04,Winter,2012,12,0,2,1,Clear,19.51,23.45,73.38,11.67,551,6055,6606
705,2012-12-05,Winter,2012,12,0,3,1,Clear,17.97,21.4,48.5,21.71,331,5398,5729
706,2012-12-06,Winter,2012,12,0,4,1,Clear,10.49,12.91,50.88,11.71,340,5035,5375
707,2012-12-07,Winter,2012,12,0,5,1,Misty/Cloudy,13.15,16.1,76.42,8.75,349,4659,5008
708,2012-12-08,Winter,2012,12,0,6,0,Misty/Cloudy,15.65,19.48,91.12,6.79,1153,4429,5582
709,2012-12-09,Winter,2012,12,0,0,0,Misty/Cloudy,15.75,19.51,90.54,10.58,441,2787,3228
710,2012-12-10,Winter,2012,12,0,1,1,Misty/Cloudy,17.87,21.78,92.5,12.75,329,4841,5170
711,2012-12-11,Winter,2012,12,0,2,1,Misty/Cloudy,14.49,16.92,59.67,19.83,282,5219,5501
712,2012-12-12,Winter,2012,12,0,3,1,Misty/Cloudy,12.2,14.87,53.83,10.92,310,5009,5319
713,2012-12-13,Winter,2012,12,0,4,1,Clear,12.13,14.71,48.58,11.67,425,5107,5532
714,2012-12-14,Winter,2012,12,0,5,1,Clear,11.55,14.71,64.29,8.79,429,5182,5611
715,2012-12-15,Winter,2012,12,0,6,0,Clear,13.29,16.92,65.04,7.13,767,4280,5047
716,2012-12-16,Winter,2012,12,0,0,0,Misty/Cloudy,14.86,18.5,83.88,6.75,538,3248,3786
717,2012-12-17,Winter,2012,12,0,1,1,Misty/Cloudy,16.13,20.08,90.71,6.58,212,4373,4585
718,2012-12-18,Winter,2012,12,0,2,1,Clear,16.84,20.49,66.62,14.83,433,5124,5557
719,2012-12-19,Winter,2012,12,0,3,1,Clear,13.63,17.11,62.54,12.33,333,4934,5267
720,2012-12-20,Winter,2012,12,0,4,1,Misty/Cloudy,13.53,16.76,66.79,8.88,314,3814,4128
721,2012-12-21,Spring,2012,12,0,5,1,Misty/Cloudy,13.39,15.09,55.67,25.08,221,3402,3623
723,2012-12-23,Spring,2012,12,0,0,0,Clear,10.08,12.97,51.54,8.92,408,1379,1787
724,2012-12-24,Spring,2012,12,0,1,1,Misty/Cloudy,9.48,12.94,79.13,5.17,174,746,920
725,2012-12-25,Spring,2012,12,1,2,0,Misty/Cloudy,11.94,14.72,73.48,11.3,440,573,1013
726,2012-12-26,Spring,2012,12,0,3,1,Light Rain/Snow,9.98,11.02,82.33,21.21,9,432,441
727,2012-12-27,Spring,2012,12,0,4,1,Misty/Cloudy,10.42,11.33,65.29,23.46,247,1867,2114
728,2012-12-28,Spring,2012,12,0,5,1,Misty/Cloudy,10.39,12.75,59.0,10.42,644,2451,3095
729,2012-12-29,Spring,2012,12,0,6,0,Misty/Cloudy,10.39,12.12,75.29,8.33,159,1182,1341
730,2012-12-30,Spring,2012,12,0,0,0,Clear,10.49,11.58,48.33,23.5,364,1432,1796
731,2012-12-31,Spring,2012,12,0,1,1,Misty/Cloudy,8.85,11.17,57.75,10.37,439,2290,2729
